hotel_name,review_id,value_star,location_star,cleanliness_star,service_star,rooms_star,sleep_quality,star_rating
Revere Hotel Boston Common,review_135583757,4,5,5,4,5,5,5
Omni Parker House,review_150692665,5,5,5,5,4,5,5
DoubleTree Suites by Hilton Boston-Cambridge,review_122875157,3,5,5,2,2,1,2
Embassy Suites by Hilton Boston - at Logan Airport,review_8361905,,,,,,,5
Copley House,review_280033359,,,,,,,5
Seaport Boston Hotel,review_86562333,,,,,,,4
Boston Marriott Long Wharf,review_169785007,4,5,5,5,5,5,5
The Midtown Hotel,review_417440986,,,,5,3,3,4
The Midtown Hotel,review_249357474,5,5,3,4,3,4,4
Boston Marriott Long Wharf,review_147740990,4,5,4,4,4,4,4
Hilton Boston Back Bay,review_229529953,,,,5,4,5,5
Kimpton Onyx Hotel,review_307269764,4,,,5,5,,4
Sheraton Boston Hotel,review_298564731,,,,,,,4
The Verb Hotel,review_406400476,,,,,,,5
Embassy Suites by Hilton Boston - at Logan Airport,review_281792370,,3,4,4,,,3
Boston Marriott Long Wharf,review_28358644,3,5,5,5,4,,4
Boston Marriott Copley Place,review_14840202,4,4,4,4,4,,4
Comfort Inn - Boston,review_409115701,,,,1,3,3,2
"The Westin Copley Place, Boston",review_432691738,,,,,,,5
The Midtown Hotel,review_368510874,5,4,4,4,4,4,4
Hotel Commonwealth,review_212107094,4,5,5,5,5,4,5
"Fairmont Copley Plaza, Boston",review_287366253,5,,,5,,,5
Hotel 140,review_235584253,,4,,3,,4,3
Hotel 140,review_190772778,4,5,4,4,4,4,5
Hotel Commonwealth,review_177958011,4,5,5,5,5,5,5
Taj Boston,review_190869265,,,,,,,3
Omni Parker House,review_3224789,4,,5,4,5,,2
Lenox Hotel,review_89299635,5,5,5,5,5,3,5
Omni Parker House,review_179939297,5,5,5,5,4,5,5
Lenox Hotel,review_173273682,5,5,5,5,5,5,5
Hotel Commonwealth,review_173090490,,5,5,5,,5,5
W Boston,review_299659221,,,,,,,5
Taj Boston,review_161877160,3,4,3,4,4,3,3
Boston Marriott Copley Place,review_335212849,,,,4,3,3,4
Residence Inn Boston Back Bay/Fenway,review_251121631,,5,,5,,5,5
"Battery Wharf Hotel, Boston Waterfront",review_203030560,4,3,3,5,3,4,4
Club Quarters Hotel in Boston,review_5804202,3,4,3,2,4,,3
Constitution Inn,review_12922717,5,3,5,3,5,,5
The Godfrey Hotel Boston,review_407429527,5,5,5,5,5,5,5
Sheraton Boston Hotel,review_250197124,,5,,5,5,,5
Days Hotel Boston-Harvard Fenway,review_280739354,3,3,1,1,1,1,1
The Godfrey Hotel Boston,review_361294814,5,5,5,5,5,5,5
The Westin Boston Waterfront,review_79089732,3,2,4,4,4,4,4
Residence Inn Boston Back Bay/Fenway,review_293921864,,,,,,,5
Hilton Boston Logan Airport,review_10354134,2,5,3,,2,,2
Kimpton Onyx Hotel,review_23252021,5,5,5,5,5,,5
Club Quarters Hotel in Boston,review_318742680,,,5,5,4,,4
BEST WESTERN PLUS Roundhouse Suites,review_257395110,2,3,2,1,2,1,1
Chandler Inn,review_265125420,,,4,4,,4,4
Four Seasons Hotel Boston,review_235461448,,,5,5,,,5
Embassy Suites by Hilton Boston - at Logan Airport,review_115723616,4,,4,4,,5,4
Holiday Inn Express Hotel & Suites Boston Garden,review_164108114,1,2,3,2,2,1,1
Lenox Hotel,review_129012298,4,5,5,3,4,2,4
W Boston,review_141827579,4,4,5,5,5,4,4
Taj Boston,review_246062543,,,,,,,5
Hotel Boston,review_423666105,,4,,4,,5,4
Hilton Boston Back Bay,review_68558975,5,4,4,,4,5,5
Harborside Inn,review_185104983,,,,,,,4
Taj Boston,review_185541386,5,5,4,5,4,4,4
DoubleTree Club by Hilton Hotel Boston Bayside,review_378156506,4,5,5,5,5,5,4
Omni Parker House,review_125396971,5,5,5,5,5,5,5
Taj Boston,review_302484037,1,,,1,,4,2
Club Quarters Hotel in Boston,review_231734291,3,,,3,2,,3
Kimpton Nine Zero Hotel,review_89528529,4,4,5,5,5,5,5
InterContinental Boston,review_16201538,5,5,5,5,5,,5
"The Langham, Boston",review_270972589,4,,,5,5,,4
Boston Harbor Hotel,review_174328556,3,5,5,5,4,4,5
"Fairmont Copley Plaza, Boston",review_80113483,4,5,5,5,5,5,5
The Inn at Longwood Medical,review_118989179,5,5,4,5,4,4,4
"The Westin Copley Place, Boston",review_231082234,,,3,2,,3,3
Revere Hotel Boston Common,review_155639757,4,5,4,5,5,3,4
Boston Marriott Copley Place,review_177934039,5,5,5,5,5,4,5
Copley Square Hotel,review_155660371,5,5,5,5,5,5,5
Sheraton Boston Hotel,review_351936720,,,,4,4,3,4
"Battery Wharf Hotel, Boston Waterfront",review_211118420,4,4,5,5,3,4,4
Courtyard Boston Logan Airport,review_65038959,4,4,5,3,3,3,4
Copley Square Hotel,review_119722678,1,4,1,2,1,1,1
InterContinental Boston,review_431622443,3,5,5,5,5,5,5
Embassy Suites by Hilton Boston - at Logan Airport,review_61711935,4,5,4,5,5,5,4
Omni Parker House,review_285455314,4,5,5,5,4,4,5
Omni Parker House,review_116386279,5,,5,5,,5,5
Embassy Suites by Hilton Boston - at Logan Airport,review_138879619,,,,,,,5
"Battery Wharf Hotel, Boston Waterfront",review_151030555,5,5,,5,,,5
Boston Harbor Hotel,review_422376729,,,,5,5,5,5
enVision Hotel Boston - Longwood,review_431361212,5,,,4,4,,4
Seaport Boston Hotel,review_171027083,5,5,5,5,5,5,4
DoubleTree by Hilton Hotel Boston - Downtown,review_270749175,5,,,5,,5,5
Residence Inn Boston Back Bay/Fenway,review_297299141,4,4,5,5,5,5,5
Hyatt Regency Boston Harbor,review_207815005,4,4,4,4,3,4,4
Courtyard Boston Copley Square,review_216037123,,5,5,5,,,5
Omni Parker House,review_346471479,5,5,5,5,5,5,5
Hilton Boston Back Bay,review_328927424,5,5,5,5,5,5,5
"The Westin Copley Place, Boston",review_216765760,5,,,5,,5,5
Boston Marriott Long Wharf,review_125776596,3,5,4,4,3,4,4
Hilton Boston Back Bay,review_227024911,3,5,4,5,5,5,4
Embassy Suites by Hilton Boston - at Logan Airport,review_182306834,5,5,5,5,5,5,5
Hampton Inn & Suites Boston Crosstown Center,review_398678481,5,1,5,5,5,5,4
Revere Hotel Boston Common,review_253871893,5,,,5,5,,5
Chandler Inn,review_118759468,4,5,4,5,4,5,4
Hilton Boston Logan Airport,review_207818089,4,5,5,4,4,5,4
XV Beacon,review_3999809,,,,,,,5
Hilton Boston Logan Airport,review_153523509,4,5,4,4,4,4,4
Hilton Garden Inn Boston Logan Airport,review_357731964,3,5,5,3,4,2,4
"The Westin Copley Place, Boston",review_175836743,5,5,5,4,4,5,5
Taj Boston,review_238608748,5,,,5,,5,5
Colonnade Hotel,review_282467518,,5,,5,5,,4
Omni Parker House,review_246271083,,,,,,,5
Hilton Boston Logan Airport,review_186881573,4,4,3,4,3,4,4
The Verb Hotel,review_321713649,,,,,,,4
The Verb Hotel,review_236071067,3,4,4,3,5,,3
Hyatt Regency Boston,review_277666098,,,,,,,5
"Battery Wharf Hotel, Boston Waterfront",review_80485431,4,5,5,4,5,5,5
Seaport Boston Hotel,review_214430298,5,5,5,5,5,5,5
The Westin Boston Waterfront,review_159057952,,,,,,,4
Boston Marriott Copley Place,review_170154568,4,5,4,5,4,4,4
DoubleTree Suites by Hilton Boston-Cambridge,review_224966209,3,4,4,4,3,4,4
Hilton Boston Downtown / Faneuil Hall,review_379883153,,,,,,,2
Omni Parker House,review_134275735,,,,,,,5
W Boston,review_381945226,,,,4,4,4,4
Eliot Hotel,review_244374918,,5,,5,5,,5
"The Langham, Boston",review_250535312,,,,,,,1
DoubleTree by Hilton Hotel Boston - Downtown,review_279829829,,,5,5,5,,5
InterContinental Boston,review_50665215,,,,,,,5
Hampton Inn & Suites Boston Crosstown Center,review_175988525,4,4,4,4,4,2,4
Holiday Inn Express Hotel & Suites Boston Garden,review_241186668,,5,5,5,,,5
Hyatt Regency Boston Harbor,review_234480172,3,5,5,5,5,5,5
"Fairmont Copley Plaza, Boston",review_393285718,1,5,4,1,4,4,1
Omni Parker House,review_211606118,3,4,3,3,4,1,4
Colonnade Hotel,review_365802975,,,,5,5,5,5
Revere Hotel Boston Common,review_227820285,4,,4,4,,,4
Hotel Commonwealth,review_179527879,5,5,5,5,5,5,5
The Bostonian Boston,review_157226688,3,4,4,4,4,4,4
Seaport Boston Hotel,review_180927752,5,5,5,5,5,5,5
Hyatt Regency Boston,review_276969636,3,,4,2,,,2
Hotel Commonwealth,review_237292431,,,5,5,,5,5
Hotel Commonwealth,review_161273316,4,5,5,4,5,5,5
Boston Marriott Copley Place,review_396952221,,,,,,,4
The Midtown Hotel,review_371796668,4,4,5,5,4,5,4
"The Liberty, A Luxury Collection Hotel",review_397013617,,,5,5,5,,5
Charlesmark Hotel,review_269646999,,,,,,,3
Hotel Commonwealth,review_139925939,5,5,5,5,5,5,5
Boston Marriott Copley Place,review_25249164,1,5,5,1,5,,1
Eliot Hotel,review_405310824,4,,,5,5,,5
Loews Boston Hotel,review_382581498,,,4,4,,4,4
Four Seasons Hotel Boston,review_279152856,3,,,4,5,,4
The Midtown Hotel,review_164435536,5,5,5,5,4,,4
Revere Hotel Boston Common,review_252263659,5,5,,5,,,5
"Fairmont Copley Plaza, Boston",review_106410154,5,5,5,5,5,5,5
"Ames Boston Hotel, Curio Collection by Hilton",review_116424154,,,,2,,,1
Lenox Hotel,review_81435990,5,5,5,5,5,5,5
Hyatt Regency Boston Harbor,review_359555413,5,,5,5,,,3
Seaport Boston Hotel,review_138914287,5,5,5,5,5,,5
BEST WESTERN PLUS Roundhouse Suites,review_186574807,,,,,,,3
Embassy Suites by Hilton Boston - at Logan Airport,review_232889438,,,4,4,4,,4
"Ames Boston Hotel, Curio Collection by Hilton",review_115080998,5,,5,5,,4,5
Hilton Boston Logan Airport,review_215279414,4,5,5,5,5,5,5
Colonnade Hotel,review_382583944,,,,,,,4
Kimpton Nine Zero Hotel,review_90027241,4,5,5,5,5,5,5
The Verb Hotel,review_416176710,,5,,5,5,,5
Embassy Suites by Hilton Boston - at Logan Airport,review_119190064,2,4,5,4,5,3,3
Hilton Boston Downtown / Faneuil Hall,review_268131743,4,5,,5,,,5
"Fairmont Copley Plaza, Boston",review_230391128,3,4,4,3,3,4,3
DoubleTree Suites by Hilton Boston-Cambridge,review_125806007,,4,4,3,3,4,3
DoubleTree Suites by Hilton Boston-Cambridge,review_198765021,3,4,3,5,3,3,3
Kimpton Onyx Hotel,review_188085074,5,4,5,5,5,,5
"Marriott Vacation Club Pulse at Custom House, Boston",review_257275106,,5,,5,5,,5
Boston Marriott Long Wharf,review_379396186,,5,5,3,,,3
W Boston,review_221553414,5,,5,5,,,5
Embassy Suites by Hilton Boston - at Logan Airport,review_128676861,,,,,,,4
"The Westin Copley Place, Boston",review_358239765,,,,,,,5
The Inn at Longwood Medical,review_36735984,2,3,3,3,2,,2
DoubleTree Suites by Hilton Boston-Cambridge,review_40890760,4,4,5,5,5,,5
Lenox Hotel,review_58495269,5,5,5,4,4,4,4
Residence Inn Boston Harbor on Tudor Wharf,review_345369797,,,,5,5,5,5
Lenox Hotel,review_117159245,4,,5,5,,5,5
Boston Harbor Hotel,review_286904791,,,,5,5,5,5
Aloft Boston Seaport,review_415158341,,,5,5,5,,5
Beacon Hill Hotel and Bistro,review_120597056,5,5,5,5,5,5,5
Hyatt Regency Boston,review_147427092,2,4,3,4,2,2,3
Hyatt Regency Boston,review_5901388,4,3,5,4,5,,5
Hotel Commonwealth,review_119239175,3,5,5,5,5,5,5
"Fairmont Copley Plaza, Boston",review_196043918,4,4,4,4,5,4,4
The Bostonian Boston,review_380893882,,,,,,,4
XV Beacon,review_125477574,5,5,5,5,5,5,5
Four Seasons Hotel Boston,review_334405156,3,5,5,5,5,5,5
The Westin Boston Waterfront,review_386848925,,,5,4,5,,5
"The Westin Copley Place, Boston",review_186917918,,,,,,,3
The Bostonian Boston,review_349374277,3,,,5,4,,4
Omni Parker House,review_183865036,2,5,4,4,4,4,4
DoubleTree Suites by Hilton Boston-Cambridge,review_416892347,2,3,4,4,3,4,3
Embassy Suites by Hilton Boston - at Logan Airport,review_323401479,,,,5,5,5,5
The Bostonian Boston,review_17806946,3,5,5,5,4,,5
Colonnade Hotel,review_366217259,3,,,5,,3,4
Hotel Commonwealth,review_118370391,4,5,5,5,5,5,5
"The Westin Copley Place, Boston",review_431962252,,,,,,,4
Taj Boston,review_307928745,,,,5,4,5,5
"Ames Boston Hotel, Curio Collection by Hilton",review_223607418,3,,,4,2,,3
Boston Park Plaza,review_398797658,,,,,,,5
XV Beacon,review_268622757,5,,,5,,5,5
Eliot Hotel,review_325277162,4,,,5,5,,5
Taj Boston,review_282121399,,,,,,,5
Omni Parker House,review_174433416,3,4,3,4,3,3,3
Courtyard Boston Downtown,review_423764502,,,,,,,4
"The Westin Copley Place, Boston",review_13634324,5,5,5,5,4,,5
Hilton Boston Logan Airport,review_316638311,4,,4,4,,,4
Hotel Commonwealth,review_127231444,5,5,5,5,5,5,5
The Boston Common Hotel and Conference Center,review_198205272,,,,,,,4
"Fairmont Copley Plaza, Boston",review_141111543,4,5,5,5,4,5,5
Hyatt Regency Boston,review_7567936,4,5,5,5,5,,4
Kimpton Nine Zero Hotel,review_51887653,5,5,5,5,5,,5
Revere Hotel Boston Common,review_153119672,5,5,5,5,5,5,5
"The Liberty, A Luxury Collection Hotel",review_411405626,,,,,,,4
Seaport Boston Hotel,review_265001451,5,5,5,5,5,5,5
Hotel Commonwealth,review_117085762,5,,5,5,,5,5
Hotel Commonwealth,review_135370804,5,5,5,5,5,5,5
"Mandarin Oriental, Boston",review_136494000,3,5,5,4,4,5,5
"Ames Boston Hotel, Curio Collection by Hilton",review_319596949,,,5,5,5,,5
Kimpton Nine Zero Hotel,review_208828712,4,4,4,3,4,4,4
The Midtown Hotel,review_286529430,4,3,4,5,4,4,5
Omni Parker House,review_427414879,2,5,,2,,,2
Embassy Suites by Hilton Boston - at Logan Airport,review_170968935,2,3,4,4,3,3,3
Seaport Boston Hotel,review_214430053,4,5,5,5,5,5,5
The Inn at Longwood Medical,review_133881052,3,5,5,3,3,4,4
"Fairmont Copley Plaza, Boston",review_207935364,4,5,5,5,5,5,5
Boston Marriott Long Wharf,review_132812290,3,5,5,5,4,5,5
Kimpton Nine Zero Hotel,review_413436974,,5,5,5,,,5
Hyatt Regency Boston,review_286161734,,,5,5,4,,5
Renaissance Boston Waterfront Hotel,review_133254664,,,,,,,3
Hyatt Regency Boston Harbor,review_35350667,5,5,5,5,5,,5
Hilton Boston Logan Airport,review_374402849,5,5,5,5,5,5,5
InterContinental Boston,review_349911599,5,5,5,5,5,5,5
Club Quarters Hotel in Boston,review_117469689,5,,5,5,,5,5
The Boxer Boston,review_391055191,,,4,3,4,,4
"Fairmont Copley Plaza, Boston",review_324947818,,,,,,,4
Charlesmark Hotel,review_7160956,4,4,4,3,4,,4
Holiday Inn Express Boston,review_384128347,4,,5,5,,,3
Constitution Inn,review_285788549,,,,,,,5
Revere Hotel Boston Common,review_312705050,,5,4,4,,,5
The Westin Boston Waterfront,review_323530954,,,,5,4,4,4
Chandler Inn,review_140522219,5,5,4,5,4,5,4
The Verb Hotel,review_243647143,,,,,,,5
Hilton Boston Back Bay,review_235889929,4,,5,5,,,4
Omni Parker House,review_165912127,4,5,5,5,5,,5
Hyatt Regency Boston Harbor,review_432894799,4,,,4,,4,5
Boston Harbor Hotel,review_384920383,,,,,,,5
Kimpton Nine Zero Hotel,review_283638422,,5,,5,4,,5
Kimpton Nine Zero Hotel,review_237713629,,5,4,4,,,4
Taj Boston,review_147582284,,,,,,,4
Boston Marriott Copley Place,review_244746412,,,5,4,5,,4
Four Seasons Hotel Boston,review_403119630,4,5,5,5,5,5,5
Hilton Boston Logan Airport,review_354482122,4,5,5,5,5,5,5
Boston Marriott Long Wharf,review_205339969,,,,,,,4
Hilton Boston Logan Airport,review_167227863,4,5,5,4,4,4,4
Revere Hotel Boston Common,review_176863515,4,5,5,5,5,5,5
Eliot Hotel,review_119265739,3,3,5,5,3,4,3
Courtyard Boston Logan Airport,review_126483562,5,5,4,5,5,5,5
"The Langham, Boston",review_201540450,5,5,5,5,5,5,5
"Marriott Vacation Club Pulse at Custom House, Boston",review_134207046,4,5,5,5,4,,5
Boston Marriott Copley Place,review_235032647,,5,5,4,,,4
"The Langham, Boston",review_407323002,2,5,3,3,4,3,4
Seaport Boston Hotel,review_357593097,,,5,5,,5,5
XV Beacon,review_170049608,4,5,5,5,5,4,4
"The Langham, Boston",review_394019402,,,,,,,5
The Westin Boston Waterfront,review_362575095,,4,4,4,,,3
The Inn At St Botolph,review_50348376,5,5,5,4,5,,5
Boston Marriott Long Wharf,review_211266294,,,,,,,4
"The Westin Copley Place, Boston",review_242055486,3,5,3,4,4,,4
Hotel Commonwealth,review_234676089,,,,3,3,5,3
Hotel Commonwealth,review_181762469,4,3,5,5,5,5,4
Omni Parker House,review_252347008,4,5,5,5,5,5,5
Residence Inn Boston Back Bay/Fenway,review_232606541,,3,,3,3,,3
Revere Hotel Boston Common,review_372045773,4,5,5,5,5,5,5
The Godfrey Hotel Boston,review_348422382,5,5,5,5,5,5,5
Omni Parker House,review_302736239,5,5,5,5,4,5,5
The Bostonian Boston,review_138115203,4,5,5,5,5,5,4
Omni Parker House,review_273241225,2,4,4,4,2,2,3
Courtyard Boston Logan Airport,review_191803078,5,5,5,5,5,5,5
InterContinental Boston,review_71962582,5,4,5,5,5,5,5
Seaport Boston Hotel,review_196430928,4,4,5,5,4,5,4
InterContinental Boston,review_321284447,,,,,,,5
Seaport Boston Hotel,review_241918001,5,5,5,5,5,5,5
"Battery Wharf Hotel, Boston Waterfront",review_70358292,5,5,5,5,5,4,5
Kimpton Onyx Hotel,review_116112494,1,,3,1,,1,1
"Mandarin Oriental, Boston",review_270905007,4,5,5,5,5,5,5
Hilton Garden Inn Boston Logan Airport,review_400631803,,,,,,,4
Omni Parker House,review_4253264,5,,5,5,5,,5
The Midtown Hotel,review_321898953,5,4,5,5,5,5,5
Hyatt Regency Boston Harbor,review_430574892,,,,,,,5
Revere Hotel Boston Common,review_246517990,,,,,,,4
The Midtown Hotel,review_73274979,5,5,5,3,4,3,5
BEST WESTERN PLUS Roundhouse Suites,review_224487418,4,3,4,4,4,4,4
Revere Hotel Boston Common,review_244272817,5,,5,5,,,5
Kimpton Nine Zero Hotel,review_200577086,5,5,5,5,5,5,5
Holiday Inn Express Boston,review_418190894,,4,3,5,,,4
W Boston,review_251678411,,,5,5,5,,4
Renaissance Boston Waterfront Hotel,review_194577240,3,4,4,4,4,3,3
Four Seasons Hotel Boston,review_389468585,3,5,5,5,5,5,5
The Godfrey Hotel Boston,review_380298151,4,4,4,4,4,4,4
Seaport Boston Hotel,review_280462608,,5,,5,,5,5
Hyatt Regency Boston,review_3366494,,,,,,,5
Lenox Hotel,review_278585712,,,,,,,4
Hotel Commonwealth,review_433624492,,,,,,,5
Copley Square Hotel,review_258660722,,,,3,4,4,3
The Westin Boston Waterfront,review_313407613,,5,5,5,,,5
Sheraton Boston Hotel,review_374204386,,4,1,2,,,1
"Fairmont Copley Plaza, Boston",review_158584381,3,5,3,4,3,3,4
Hotel Commonwealth,review_154622307,4,5,5,5,5,5,5
enVision Hotel Boston - Longwood,review_156821308,5,4,5,5,5,5,5
Hilton Boston Back Bay,review_165889575,2,4,3,2,2,3,2
Kimpton Nine Zero Hotel,review_45949925,5,5,5,5,5,,5
Chandler Inn,review_264844113,,,,,,,5
Hilton Boston Logan Airport,review_167682135,4,5,5,5,4,5,4
"The Westin Copley Place, Boston",review_8753577,5,5,5,5,5,,5
The Inn At St Botolph,review_284008444,,,,,,,5
Lenox Hotel,review_315124133,5,,5,5,,,5
"Fairmont Copley Plaza, Boston",review_178745144,3,5,5,5,3,4,5
Boston Marriott Long Wharf,review_234943372,,,,,,,3
Boston Harbor Hotel,review_14695059,4,5,5,5,5,,5
Hilton Boston Logan Airport,review_36522768,2,5,2,2,3,,3
Hotel Boston,review_232333341,3,4,4,4,1,1,2
Kimpton Nine Zero Hotel,review_118484217,3,5,4,5,4,5,4
Omni Parker House,review_230016282,,4,3,5,,,4
The Midtown Hotel,review_267291069,5,,,5,,5,5
Kimpton Onyx Hotel,review_130798930,4,3,4,4,3,5,4
DoubleTree Suites by Hilton Boston-Cambridge,review_176402536,5,5,5,5,5,5,5
The Boxer Boston,review_380253763,,5,,5,,5,5
The Westin Boston Waterfront,review_133529325,4,5,5,5,5,,5
"The Langham, Boston",review_18094635,1,,,,,,1
Kimpton Nine Zero Hotel,review_244539039,,5,,5,,5,5
Constitution Inn,review_167782886,5,5,3,4,4,5,4
Boston Park Plaza,review_392080855,4,5,,5,,,5
The Inn At St Botolph,review_114607244,4,,3,,,4,4
Hilton Boston Logan Airport,review_241431397,4,5,5,5,5,,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_239429525,5,5,5,5,5,5,5
Holiday Inn Express Hotel & Suites Boston Garden,review_175035057,,,,,,,4
"Ames Boston Hotel, Curio Collection by Hilton",review_160925013,1,4,4,2,2,3,2
Revere Hotel Boston Common,review_354194962,,,,,,,5
Hyatt Regency Boston,review_323536986,5,,5,3,,,5
Club Quarters Hotel in Boston,review_213130168,,,,,,,4
Taj Boston,review_123846028,5,5,5,4,4,5,4
Revere Hotel Boston Common,review_142329551,4,5,5,5,5,5,5
Embassy Suites by Hilton Boston - at Logan Airport,review_356933586,5,5,5,5,5,5,5
Lenox Hotel,review_149696845,5,5,5,5,5,5,5
InterContinental Boston,review_291544275,4,,5,5,,,5
"Ames Boston Hotel, Curio Collection by Hilton",review_71756119,5,5,5,5,5,5,5
Boston Marriott Long Wharf,review_211876585,4,5,5,4,5,4,5
"Ames Boston Hotel, Curio Collection by Hilton",review_118243438,4,5,,4,4,,4
"The Westin Copley Place, Boston",review_175510017,4,5,5,4,5,4,4
Hilton Boston Back Bay,review_235019123,4,,5,5,,,5
"Fairmont Copley Plaza, Boston",review_311738751,2,5,5,2,4,4,2
Seaport Boston Hotel,review_133360797,5,5,5,5,5,,5
Harborside Inn,review_236102162,,,,,,,4
The Godfrey Hotel Boston,review_374061118,,,,,,,5
"Battery Wharf Hotel, Boston Waterfront",review_59171673,4,5,5,5,4,4,4
Omni Parker House,review_126759437,5,5,5,5,,,5
Hotel Commonwealth,review_415628086,5,,,5,5,,5
Kimpton Nine Zero Hotel,review_381136065,,5,,5,5,,5
The Westin Boston Waterfront,review_10871261,5,4,5,5,5,,5
Boston Marriott Long Wharf,review_431047716,,,4,1,,3,2
Boston Marriott Copley Place,review_138671320,4,4,4,4,4,5,4
Seaport Boston Hotel,review_387245903,4,,,4,,5,5
Revere Hotel Boston Common,review_195969482,4,4,4,4,4,4,4
Taj Boston,review_385462615,5,5,5,5,5,5,5
Beacon Hill Hotel and Bistro,review_126350319,4,5,5,5,4,4,5
Courtyard Boston Copley Square,review_147576131,4,4,5,4,4,3,4
"The Westin Copley Place, Boston",review_4735875,1,,3,3,2,,2
Hyatt Regency Boston,review_128411657,4,4,4,4,4,4,4
Wyndham Boston Beacon Hill,review_154699872,3,4,4,3,3,1,3
InterContinental Boston,review_121471005,2,4,5,2,4,3,2
